name;label
2017-07-27_17-14_6157901;NOTA
2017-07-27_17-14_6431428;NOTA
2017-07-27_17-14_6545092;NOTA
2017-07-27_17-14_6671675;NOTA
2017-07-27_17-14_7205150;NOTA
2017-07-27_17-14_8185011;NOTA
2017-07-27_17-14_8316093;NOTA
2017-07-27_17-14_8369625;NOTA
2017-07-27_17-14_8723230;NOTA
2017-07-27_17-14_8923858;NOTA
2017-07-27_17-14_8936838;NOTA
2017-07-27_17-14_9177333;NOTA
2017-07-27_17-14_9557361;NOTA
2017-07-27_17-14_9899401;NOTA
2017-07-27_17-14_9927074;NOTA
2017-07-27_17-15_1024609;NOTA
2017-07-27_17-15_1780529;NOTA
2017-07-27_17-15_3439017;NOTA
2017-07-27_17-15_4507161;NOTA
2017-07-27_17-15_6364542;NOTA
2017-07-27_17-15_8810591;NOTA
2017-07-27_17-15_8920231;NOTA
2017-07-31_08-52_3712389;NOTA
2017-07-31_09-31_7781276;NOTA
2017-07-31_10-10_5806390;NOTA
2017-07-31_10-25_9549581;NOTA
2017-08-01_08-24_1833610;NOTA
2017-08-01_09-01_4143627;NOTA
2017-08-01_09-13_1098691;NOTA
2017-08-01_10-43_2894899;NOTA
2017-08-02_11-48_1384710;NOTA
2017-08-02_11-48_1755538;NOTA
2017-08-02_11-48_1804943;NOTA
2017-08-02_11-48_2000694;NOTA
2017-08-02_11-48_2526184;NOTA
2017-08-02_11-48_2554379;NOTA
2017-08-02_11-48_2777479;NOTA
2017-08-02_11-48_3466069;NOTA
2017-08-02_11-48_3978250;NOTA
2017-08-02_11-48_4112297;NOTA
2017-08-02_11-48_4235641;NOTA
2017-08-02_11-48_4477883;NOTA
2017-08-02_11-48_4713221;NOTA
2017-08-02_11-48_5337273;NOTA
2017-08-02_11-48_6455259;NOTA
2017-08-02_11-48_6728308;NOTA
2017-08-02_11-48_6812527;NOTA
2017-08-02_11-48_6865097;NOTA
2017-08-02_11-48_7056702;NOTA
2017-08-02_11-48_7201979;NOTA
2017-08-02_11-48_7818951;NOTA
2017-08-02_11-48_8767811;NOTA
2017-08-02_11-48_8809660;NOTA
2017-08-02_11-48_9403109;NOTA
2017-08-02_11-48_9505376;NOTA
2017-08-02_11-48_9588250;NOTA
2017-08-02_11-48_9747209;NOTA
2017-08-02_13-03_1245847;NOTA
2017-08-02_13-51_3270578;NOTA
2017-08-02_13-51_8994182;NOTA
2017-08-03_08-54_5159465;NOTA
2017-08-03_09-25_1060127;NOTA
2017-08-03_11-50_3184521;NOTA
2017-08-03_12-20_2596877;NOTA
2017-08-03_12-20_7659741;NOTA
2017-08-03_12-20_9571008;NOTA
2017-08-03_12-26_5284218;NOTA
2017-08-03_12-48_1631450;NOTA
2017-08-03_12-48_5789497;NOTA
2017-08-03_12-48_9227297;NOTA
2017-08-03_13-00_3639064;NOTA
2017-08-03_13-27_8960714;NOTA
2017-08-07_08-37_2484849;NOTA
2017-08-07_08-41_9420926;NOTA
2017-08-07_13-25_8816989;NOTA
2017-08-08_11-51_8500331;RECIBO
2017-08-08_13-37_6880783;NOTA
2017-08-10_10-21_2094511;NOTA
2017-08-10_10-21_2939776;NOTA
2017-08-10_10-21_3464157;NOTA
2017-08-10_10-21_3535992;NOTA
2017-08-10_10-21_3932061;NOTA
2017-08-10_10-21_4044989;NOTA
2017-08-10_10-21_4558621;NOTA
2017-08-10_10-21_4564938;NOTA
2017-08-10_10-21_6388022;NOTA
2017-08-10_10-21_6580271;NOTA
2017-08-10_10-21_7748671;NOTA
2017-08-10_10-21_7750219;NOTA
2017-08-10_10-21_8494670;NOTA
2017-08-10_10-21_9037636;NOTA
2017-08-10_10-21_9623261;NOTA
2017-08-10_10-21_9861741;NOTA
2017-08-10_13-16_3105236;NOTA
2017-08-10_13-23_4124253;NOTA
2017-08-10_13-29_3301803;NOTA
2017-08-14_09-42_3579369;NOTA
2017-08-14_11-20_8265989;NOTA
2017-08-14_12-53_1891260;NOTA
2017-08-17_09-23_1402845;NOTA
2017-08-17_09-23_1865537;NOTA
2017-08-17_09-23_2290642;NOTA
2017-08-17_09-23_3248925;NOTA
2017-08-17_09-23_3363832;NOTA
2017-08-17_09-23_3646265;NOTA
2017-08-17_09-23_4029503;NOTA
2017-08-17_09-23_4174915;NOTA
2017-08-17_09-23_4652796;NOTA
2017-08-17_09-23_5332603;NOTA
2017-08-17_09-23_5651511;NOTA
2017-08-17_09-23_5731908;NOTA
2017-08-17_09-23_6162653;NOTA
2017-08-17_09-23_6205083;NOTA
2017-08-17_09-23_6342030;NOTA
2017-08-17_09-23_6889790;NOTA
2017-08-17_09-23_8059294;NOTA
2017-08-17_09-23_8104498;NOTA
2017-08-17_09-23_8587902;NOTA
2017-08-17_09-23_8916714;NOTA
2017-08-17_09-23_9350187;NOTA
2017-08-17_09-23_9795015;NOTA
2017-08-17_10-39_9054711;NOTA
2017-08-17_11-21_1139345;NOTA
2017-08-17_11-21_3071362;NOTA
2017-08-17_11-21_3822007;NOTA
2017-08-17_11-21_5934989;NOTA
2017-08-17_11-21_6970096;NOTA
2017-08-17_11-21_7315926;NOTA
2017-08-17_11-21_9688036;NOTA
2017-08-17_13-04_4135581;NOTA
2017-08-17_13-27_5251704;NOTA
2017-08-18_09-21_7854806;NOTA
2017-08-18_09-30_4144752;NOTA
2017-08-18_09-45_2363682;NOTA
2017-08-21_14-12_1167520;NOTA
2017-08-21_14-12_1323420;NOTA
2017-08-21_14-12_1982979;NOTA
2017-08-21_14-12_2057969;NOTA
2017-08-21_14-12_2544900;NOTA
2017-08-21_14-12_5208208;NOTA
2017-08-21_14-12_5723089;NOTA
2017-08-21_14-12_6985969;NOTA
2017-08-21_14-12_7023746;NOTA
2017-08-21_14-12_7117831;NOTA
2017-08-21_14-12_7355110;NOTA
2017-08-21_14-12_7589109;NOTA
2017-08-22_11-17_1534740;NOTA
2017-08-22_11-17_2100853;NOTA
2017-08-22_11-17_2826150;NOTA
2017-08-22_11-17_2942326;NOTA
2017-08-22_11-17_3330715;NOTA
2017-08-22_11-17_3483974;NOTA
2017-08-22_11-17_3815987;NOTA
2017-08-22_11-17_3958491;NOTA
2017-08-22_11-17_3997361;NOTA
2017-08-22_11-17_4868509;NOTA
2017-08-22_11-17_6003035;NOTA
2017-08-22_11-17_6843541;NOTA
2017-08-22_11-17_7564612-0;OUTROS
2017-08-22_11-17_7564612-1;NOTA
2017-08-22_11-17_7978149;NOTA
2017-08-22_11-17_8028502;NOTA
2017-08-22_11-17_8071942;NOTA
2017-08-22_11-17_8341903;NOTA
2017-08-22_11-17_8438004;NOTA
2017-08-22_11-17_8866707;NOTA
2017-08-22_11-17_9721128;NOTA
2017-08-24_08-36_6194448;NOTA
2017-08-24_08-38_1542136;NOTA
2017-08-24_08-38_2143436;NOTA
2017-08-24_08-38_2739964;NOTA
2017-08-24_08-39_5247406;NOTA
2017-08-24_09-40_6886790-0;NOTA
2017-08-24_09-40_6886790-1;OUTROS
2017-08-24_09-49_9289549;NOTA
2017-08-24_09-56_6198456;NOTA
2017-08-25_13-37_1573429;NOTA
2017-08-28_10-01_3037059;NOTA
2017-08-28_10-27_6162517-0;NOTA
2017-08-28_10-27_6162517-1;BOLETO
2017-08-28_10-32_7848684;NOTA
2017-08-28_12-12_1021296;NOTA
2017-08-28_12-13_5855887;NOTA
2017-08-28_12-25_3065092;NOTA
2017-08-28_15-01_4774568;NOTA
2017-08-28_15-28_4714180;NOTA
2017-08-28_15-30_8274373;NOTA
2017-08-29_12-51_8965202;NOTA
2017-08-29_12-53_4193273;NOTA
2017-08-30_09-33_1268002;NOTA
2017-08-30_09-33_1718206;NOTA
2017-08-30_09-33_1772334;NOTA
2017-08-30_09-33_2152370;NOTA
2017-08-30_09-33_2212236;NOTA
2017-08-30_09-33_2432598;NOTA
2017-08-30_09-33_2442259;NOTA
2017-08-30_09-33_3979889;NOTA
2017-08-30_09-33_5581989;NOTA
2017-08-30_09-33_5693411;NOTA
2017-08-30_09-33_6451852;NOTA
2017-08-30_09-33_6921253;NOTA
2017-08-30_09-33_7285427;NOTA
2017-08-30_09-33_7745489;NOTA
2017-08-30_09-33_9171354;NOTA
2017-08-30_09-33_9379840;NOTA
2017-08-30_09-33_9926258;NOTA
2017-08-31_08-37_3849399;NOTA
2017-08-31_08-37_5420090;NOTA
2017-08-31_08-37_7741886;NOTA
2017-08-31_08-42_4170567;NOTA
2017-08-31_09-23_1016447;NOTA
2017-08-31_09-23_1026244;NOTA
2017-08-31_09-23_1491938;NOTA
2017-08-31_09-23_1864933;NOTA
2017-08-31_09-23_3676073;NOTA
2017-08-31_09-23_3737696;NOTA
2017-08-31_09-23_3974478;NOTA
2017-08-31_09-23_4155452;NOTA
2017-08-31_09-23_6341548;NOTA
2017-08-31_09-23_6549960;NOTA
2017-08-31_09-23_6558721;NOTA
2017-08-31_09-23_7667931-0;NOTA
2017-08-31_09-23_7667931-1;OUTROS
2017-08-31_09-23_9625656;NOTA
2017-08-31_09-23_9928420;NOTA
2017-08-31_12-41_2571103;NOTA
2017-08-31_15-22_1501839;NOTA
2017-08-31_15-23_3038130;NOTA
2017-08-31_15-24_6014001;NOTA
2017-08-31_15-25_6422873;NOTA
2017-08-31_16-06_3797726;NOTA
2017-08-31_16-06_5880442;NOTA
2017-08-31_16-06_8839727;NOTA
2017-08-31_16-06_9482829;NOTA
2017-08-31_16-06_9846266;NOTA
2017-09-01_13-34_1086380;NOTA
2017-09-01_13-34_1991651;NOTA
2017-09-01_13-34_2504379;NOTA
2017-09-01_13-34_2666990;NOTA
2017-09-01_13-34_2955945;NOTA
2017-09-01_13-34_3074625;NOTA
2017-09-01_13-34_3172354;NOTA
2017-09-01_13-34_5084526;NOTA
2017-09-01_13-34_5505242;NOTA
2017-09-01_13-34_5703175;NOTA
2017-09-01_13-34_5855725;NOTA
2017-09-01_13-34_6102880;NOTA
2017-09-01_13-34_6226625;NOTA
2017-09-01_13-34_7132615;NOTA
2017-09-01_13-34_7261727;NOTA
2017-09-01_13-34_7577455;NOTA
2017-09-01_13-34_7685995;NOTA
2017-09-01_13-34_8167265;NOTA
2017-09-01_13-34_8263645;NOTA
2017-09-01_13-34_8801938;NOTA
2017-09-01_13-34_9238380;NOTA
2017-09-01_13-34_9388784;NOTA
2017-09-04_14-10_1268623;NOTA
2017-09-04_14-51_3864597;NOTA
2017-09-04_16-37_2163342;NOTA
2017-09-05_09-57_1494523;NOTA
2017-09-05_10-03_5713842;NOTA
2017-09-05_14-23_4184030;NOTA
2017-09-05_14-27_9326055;NOTA
2017-09-05_14-32_2606049;NOTA
2017-09-05_14-42_6874050;NOTA
2017-09-05_14-59_1926966;NOTA
2017-09-05_14-59_2602452;NOTA
2017-09-05_14-59_2797263;NOTA
2017-09-05_14-59_3124244;NOTA
2017-09-05_14-59_3834307;NOTA
2017-09-05_14-59_5724572;NOTA
2017-09-05_14-59_7054093;NOTA
2017-09-05_14-59_7777741;NOTA
2017-09-05_14-59_8054310;NOTA
2017-09-05_14-59_9994992;NOTA
2017-09-05_16-42_9902594;RECIBO
2017-09-05_16-44_5526731;NOTA
2017-09-06_10-04_3699915;NOTA
2017-09-06_12-02_1113135;NOTA
2017-09-06_17-01_4576918;NOTA
2017-09-06_17-01_6512669;NOTA
2017-09-08_10-48_5954600;NOTA
2017-09-08_10-50_1486087;NOTA
2017-09-11_09-01_1544753-0;NOTA
2017-09-11_09-01_1544753-1;OUTROS
2017-09-11_09-41_1545880;NOTA
2017-09-11_09-41_5415171;NOTA
2017-09-11_09-41_6632439;NOTA
2017-09-11_09-41_7220714;NOTA
2017-09-11_09-45_6615685;NOTA
2017-09-11_10-51_3863527;NOTA
2017-09-12_10-56_5307531;NOTA
2017-09-12_15-41_3632378;NOTA
2017-09-13_08-10_9379681;NOTA
2017-09-13_13-43_9020409;NOTA
2017-09-13_13-54_6461959;NOTA
2017-09-13_13-54_6883959;NOTA
2017-09-13_13-54_7832123;NOTA
2017-09-13_13-54_8066932;NOTA
2017-09-13_13-54_9656881;NOTA
2017-09-14_11-33_2110779;NOTA
2017-09-14_15-26_5142866;NOTA
2017-09-15_14-38_1863933;NOTA
2017-09-15_14-38_2599686;NOTA
2017-09-15_14-38_2651021;NOTA
2017-09-15_14-38_2713927;NOTA
2017-09-15_14-38_2725904;NOTA
2017-09-15_14-38_2878777;NOTA
2017-09-15_14-38_3965392;NOTA
2017-09-15_14-38_4335964;NOTA
2017-09-15_14-38_4977766;NOTA
2017-09-15_14-38_4994884;NOTA
2017-09-15_14-38_5016288;NOTA
2017-09-15_14-38_5411977;NOTA
2017-09-15_14-38_5759170;NOTA
2017-09-15_14-38_6214744;NOTA
2017-09-15_14-38_6592846;NOTA
2017-09-15_14-38_6770033;NOTA
2017-09-15_14-38_6790576;NOTA
2017-09-15_14-38_6862756;NOTA
2017-09-15_14-38_7470138;NOTA
2017-09-15_14-38_8299805;NOTA
2017-09-15_14-38_8421961;NOTA
2017-09-15_14-38_8458388;NOTA
2017-09-15_14-38_8604518;NOTA
2017-09-15_14-38_8945728;NOTA
2017-09-15_14-38_9466414;NOTA
2017-09-15_14-38_9727707;NOTA
2017-09-15_15-20_1823400-0;RECIBO
2017-09-15_15-20_1823400-1;NOTA
2017-09-15_15-20_2383921;RECIBO
2017-09-15_15-20_2697541-0;RECIBO
2017-09-15_15-20_2697541-1;RECIBO
2017-09-15_15-20_8613846;RECIBO
2017-09-15_15-20_9999098-0;RECIBO
2017-09-15_15-20_9999098-1;RECIBO
2017-09-15_15-42_9613577;NOTA
2017-09-18_10-27_8698575;NOTA
2017-09-21_14-30_1374594;NOTA
2017-09-21_14-30_1472544;NOTA
2017-09-21_14-30_1512442;NOTA
2017-09-21_14-30_1839118;NOTA
2017-09-21_14-30_1843069;NOTA
2017-09-21_14-30_2127188;NOTA
2017-09-21_14-30_2214054;NOTA
2017-09-21_14-30_3695399;NOTA
2017-09-21_14-30_4189610;NOTA
2017-09-21_14-30_4211128;NOTA
2017-09-21_14-30_4733069;NOTA
2017-09-21_14-30_4942555;NOTA
2017-09-21_14-30_5560674;NOTA
2017-09-21_14-30_5815944;NOTA
2017-09-21_14-30_5826182;NOTA
2017-09-21_14-30_6428085;NOTA
2017-09-21_14-30_6549976;NOTA
2017-09-21_14-30_6853091;NOTA
2017-09-21_14-30_7168195;NOTA
2017-09-21_14-30_7275355;NOTA
2017-09-21_14-30_7345684;NOTA
2017-09-21_14-30_7555152;NOTA
2017-09-21_14-30_7820872;NOTA
2017-09-21_14-30_7948698;NOTA
2017-09-21_14-30_8121970;NOTA
2017-09-21_14-30_8359888;NOTA
2017-09-21_14-30_8409386;NOTA
2017-09-21_14-30_9069316;NOTA
2017-09-21_14-30_9158759;NOTA
2017-09-21_14-30_9434758;NOTA
2017-09-21_14-30_9694817;NOTA
2017-09-21_15-01_4812970;NOTA
2017-09-21_16-09_7901415;NOTA
2017-09-21_16-09_8223148;NOTA
2017-09-21_16-09_8332740;NOTA
2017-09-21_16-09_9219526;NOTA
2017-09-22_14-00_6266107;NOTA
2017-09-25_10-06_1195703;NOTA
2017-09-26_16-33_9200509;NOTA
2017-09-26_16-41_3864645;NOTA
2017-09-28_10-18_3641421;NOTA
2017-09-28_11-15_4866991;NOTA
2017-09-28_13-32_5500238;NOTA
2017-09-28_13-57_9647705;
2017-09-28_14-06_9458237;NOTA
2017-09-28_14-09_3727508;NOTA
2017-09-29_13-35_4094402;NOTA
2017-09-29_13-35_4794075;NOTA
2017-09-29_13-35_4949490;NOTA
2017-09-29_13-35_6049644;NOTA
2017-09-29_13-35_6751939;NOTA
2017-09-29_13-35_7628287;NOTA
2017-09-29_13-35_8192768;NOTA
2017-09-29_15-36_3577337;NOTA
2017-09-29_15-43_8761293;NOTA
2017-09-29_15-43_9439754;NOTA
2017-09-29_15-51_8652417;NOTA
2017-09-29_15-53_3719202;NOTA
2017-09-29_15-54_1433232;NOTA
2017-09-29_16-00_5811245;NOTA
2017-09-29_17-16_6851849;NOTA
2017-09-29_20-32_1037614;NOTA
2017-09-29_20-32_1165414;NOTA
2017-09-29_20-32_1272752;NOTA
2017-09-29_20-32_1521412;NOTA
2017-09-29_20-32_2292412;NOTA
2017-09-29_20-32_2413049;NOTA
2017-09-29_20-32_2546095;NOTA
2017-09-29_20-32_3896304;NOTA
2017-09-29_20-32_4638186;NOTA
2017-09-29_20-32_4745128;NOTA
2017-09-29_20-32_4848930;NOTA
2017-09-29_20-32_4915851;NOTA
2017-09-29_20-32_4943236;NOTA
2017-09-29_20-32_4954568;NOTA
2017-09-29_20-32_5200557;NOTA
2017-09-29_20-32_5369512;NOTA
2017-09-29_20-32_5878316;NOTA
2017-09-29_20-32_5957202;NOTA
2017-09-29_20-32_6680321;NOTA
2017-09-29_20-32_7109416;NOTA
2017-09-29_20-32_7572685;NOTA
2017-09-29_20-32_8116159;NOTA
2017-09-29_20-32_8316289;NOTA
2017-09-29_20-32_8465606;NOTA
2017-09-29_20-32_8755949;NOTA
2017-09-29_20-32_9258580;NOTA
2017-09-29_20-32_9311013;NOTA
2017-09-29_20-32_9500008;NOTA
2017-10-02_11-14_6825496;NOTA
2017-10-02_11-14_8732709;NOTA
2017-10-02_11-14_8899136;NOTA
2017-10-02_11-14_9534132;NOTA
2017-10-02_11-15_4760653;NOTA
2017-10-02_14-56_1228363;NOTA
2017-10-02_14-56_1402593;NOTA
2017-10-02_14-56_1543970;NOTA
2017-10-02_14-56_1662420;NOTA
2017-10-02_14-56_1905140;NOTA
2017-10-02_14-56_1953319;NOTA
2017-10-02_14-56_2220603;NOTA
2017-10-02_14-56_2324369;NOTA
2017-10-02_14-56_2362996;NOTA
2017-10-02_14-56_2769370;NOTA
2017-10-02_14-56_2853322;NOTA
2017-10-02_14-56_3027727;NOTA
2017-10-02_14-56_3223002;NOTA
2017-10-02_14-56_3527796;NOTA
2017-10-02_14-56_3650306;NOTA
2017-10-02_14-56_3678991;NOTA
2017-10-02_14-56_3880577;NOTA
2017-10-02_14-56_3885899;NOTA
2017-10-02_14-56_3998067;NOTA
2017-10-02_14-56_4071591;NOTA
2017-10-02_14-56_4251646;NOTA
2017-10-02_14-56_4762112;NOTA
2017-10-02_14-56_4851063;NOTA
2017-10-02_14-56_5232207;NOTA
2017-10-02_14-56_5594159;NOTA
2017-10-02_14-56_5691782;NOTA
2017-10-02_14-56_6163049;NOTA
2017-10-02_14-56_6283275;NOTA
2017-10-02_14-56_6340764;NOTA
2017-10-02_14-56_7184524;NOTA
2017-10-02_14-56_7726344;NOTA
2017-10-02_14-56_8548645;NOTA
2017-10-02_14-56_8606488;NOTA
2017-10-02_14-56_8702635;NOTA
2017-10-02_14-56_8757742;NOTA
2017-10-02_14-56_8763674;NOTA
2017-10-02_14-56_8860669;NOTA
2017-10-02_14-56_9135239;NOTA
2017-10-02_14-56_9191742;NOTA
2017-10-02_14-56_9278852;NOTA
2017-10-02_14-56_9320544;NOTA
2017-10-02_14-56_9432065;NOTA
2017-10-02_14-56_9432476;NOTA
2017-10-02_14-56_9615685;NOTA
2017-10-02_14-56_9654041;NOTA
2017-10-02_14-56_9926445;NOTA
2017-10-02_14-56_9968559;NOTA
2017-10-02_14-56_9997066;NOTA
2017-10-03_09-12_1952473;NOTA
2017-10-03_13-37_6431888;NOTA
2017-10-03_14-59_1380390;NOTA
2017-10-03_14-59_4330251;NOTA
2017-10-03_14-59_5737817;NOTA
2017-10-03_14-59_7388786;NOTA
2017-10-03_15-15_1809652;NOTA
2017-10-03_15-15_4091672;NOTA
2017-10-03_15-15_9052778;NOTA
2017-10-03_15-15_9132966;NOTA
2017-10-03_15-45_2124535;NOTA
2017-10-03_15-45_4861834;NOTA
2017-10-03_15-45_7854428;NOTA
2017-10-03_15-45_8031712;NOTA
2017-10-03_15-45_9072741;NOTA
2017-10-03_15-45_9695067;NOTA
2017-10-03_15-46_8830209;NOTA
2017-10-03_16-07_2525321;NOTA
2017-10-03_16-07_3359604;NOTA
2017-10-03_16-07_3769111;NOTA
2017-10-03_16-07_4662273;NOTA
2017-10-03_16-07_4776380;NOTA
2017-10-03_16-07_8037761;NOTA
2017-10-03_16-07_8303324;NOTA
2017-10-03_16-07_9293286;NOTA
2017-10-04_13-32_5230792;NOTA
2017-10-04_15-02_3036867;NOTA
2017-10-04_15-02_3314844;NOTA
2017-10-04_15-19_4034290;NOTA
2017-10-04_15-19_4753714;NOTA
2017-10-04_15-25_5059416;NOTA
2017-10-04_15-27_4380597;NOTA
2017-10-04_15-30_8832213;NOTA
2017-10-04_16-01_1680466;NOTA
2017-10-04_16-01_3230420;NOTA
2017-10-04_16-01_4462291;NOTA
2017-10-04_16-01_5181443;NOTA
2017-10-04_16-01_5883155;NOTA
2017-10-04_16-01_6645442;NOTA
2017-10-04_16-55_7734072;NOTA
2017-10-05_10-20_2416749;RPA
2017-10-05_13-10_4359841;NOTA
2017-10-05_13-27_9812075;NOTA
2017-10-05_14-28_1386822;OUTROS
2017-10-05_14-28_1454977;NOTA
2017-10-05_14-28_2346920;NOTA
2017-10-05_14-28_2552074;NOTA
2017-10-05_14-28_3049455;NOTA
2017-10-05_14-28_3504785;NOTA
2017-10-05_14-28_3558690;NOTA
2017-10-05_14-28_3907182;NOTA
2017-10-05_14-28_4185430;OUTROS
2017-10-05_14-28_4677929;NOTA
2017-10-05_14-28_5029484;NOTA
2017-10-05_14-28_5264898;NOTA
2017-10-05_14-28_5544253;NOTA
2017-10-05_14-28_5595197;NOTA
2017-10-05_14-28_5598720;NOTA
2017-10-05_14-28_5879982;NOTA
2017-10-05_14-28_5952827;NOTA
2017-10-05_14-28_6526137;NOTA
2017-10-05_14-28_6862564;OUTROS
2017-10-05_14-28_9384098;NOTA
